title,price,paper_price,isbn,rating,page,publisher
دست پنهان,7200,18000,9789643636210,4.53,216,هرمس
مردی كه قلبش از سنگ بود,800,1500,9643802078,3.57,66,نشر ثالث
تئوری رنگ,10000,nan,9786001301769,4.41,111,انتشارات شباهنگ
آهای یکی اینجا تنهاست,4000,nan,9789643342616,3.83,103,انتشارات روزنه
پاسخ‌نامه نوروز هشتم,3000,6000,9786000009175,4.2,72,انتشارات کانون فرهنگی آموزش (قلم‌چی)
چراغ دل زنت را روشن کن,7800,13000,9644422694,4.53,263,انتشارات البرز
تصمیم گیری سریع,5000,7000,9789642855377,4.81,69,انتشارات گام
مسری,9000,15000,9786006407470,4.37,248,انتشارات نگاه نوین
هفت روایت خصوصی ،سید موسی صدر,4800,8000,9786005957815,4.8,176,موسسه فرهنگی تحقیقاتی امام موسی صدر
هفت اصل موفقیت در ازدواج و زناشویی,7500,15000,9786005996074,4.28,464,انتشارات اندیشه معاصر
واپسین گفتار,20000,30000,9786005110005,4.44,224,نشر تیر
۷  درس ثروتمند شدن,3000,nan,9789649663067,4.25,134,انتشارات نقش و نگار
پيمان پنجم,6000,11000,9786003400443,4.79,168,انتشارات لیوسا
داستان راستان,5000,nan,96456088x,4.56,295,صدرا
شب امتحان فارسی ۳  - دوازدهم,2000,5000,۹۷۸۶۰۰۴۱۲۷۷۳۸,3.7,70,انتشارات خیلی سبز
آوای فرشته,12600,21000,9789644429330,3.84,400,انتشارات البرز
شعله‌ آبی,20000,nan,9786007507025,3.95,368,انتشارات برکه خورشید
دختری با گوشواره مروارید,10000,19000,9645757401,4.29,269,انتشارات کتابسرای تندیس
کافه اردیبهشت,22000,40000,9786007507070,3.67,464,انتشارات برکه خورشید
سال‌های سگی,14000,35000,9643512134,4.33,559,انتشارات نگاه
پادشاه گدا و راز شادمانی,6500,13000,9789644083655,4.35,204,نشر هیرمند
اسکندر,19000,38000,9786001199394,3.48,512,نشر قطره
بوطیقای گسست,7000,11000,9786002296788,4.53,125,نشر چشمه
تکنیک‌های پیشرفته مذاکره,10000,20000,9786004071871,1,174,نشر کتاب مهربان
فوق سری,4300,12000,9789643377427,3,198,انتشارات کتاب نیستان
روح ریحانی,900,1700,9789643375560,1,108,انتشارات کتاب نیستان
لاوهات,3800,8000,9789643378332,1,154,انتشارات کتاب نیستان
کلید را بزن,10000,20000,9789644427596,4.47,331,انتشارات البرز
پایان,5000,10000,9789643378134,1,170,انتشارات کتاب نیستان
آواز نیمه شب,8900,14000,9789643379285,1,180,انتشارات کتاب نیستان
سرگذشت دختران,10000,22000,9789643378073,1,382,انتشارات کتاب نیستان
فلسفه‌ای برای زندگی,14000,21000,9786002781611,4.38,336,گروه انتشاراتی ققنوس
دفتر خاطرات یک عنکبوت,2100,nan,9643374254,1,38,انتشارات کتاب نیستان
ترجمه و تحرير فقه الإمام جعفرالصادق (ع),6600,16500,9786002144928,5,289,دانشگاه امام صادق (ع)
هزار و یک گل و خنجر,13500,36000,9786001882548,5,472,نشر ایران‌بان
داستان خرس‌های پاندا به روايت يك ساكسيفونيست كه دوستی در فرانكفورت دارد و سه شب با مادوكس,9000,15000,9789641854395,4.44,160,نشر نی
اخلاق جنسی در اسلام و جهان غرب,4000,nan,9789645600073,4.69,108,صدرا
بامبو را آب بده,18000,26000,9789648148565,3.82,178,انتشارات آوین
سیاه‌چاله‌ها,5000,12500,9786009047604,4.64,119,انتشارات بصیرت
تبدیل رویا به ثروت,9000,20000,‏‫‭9786009518043,4.11,236,انتشارات نگاه نوین
نظریه‌پردازان مدیریت نوین,19800,33000,9786002299284,5,319,نشر چشمه
پس از سقوط,9800,nan,9789648249699,4.5,216,انتشارات سبزان
باران برای تو می بارد,8000,20000,9789643515744,4,280,انتشارات نگاه
هیاهو‌ی زمان,8400,14000,9786002296900,4.05,183,نشر چشمه
سایه باد,17000,35000,9789643116897,4.65,600,گروه انتشاراتی ققنوس
اراگون,5000,7500,9643136671,4.76,752,انتشارات عطائی
متن‌هایی برای هیچ,6000,10000,9643128407,4.05,84,نشر نی
مجموعه کتاب‌های نردبام – ریاضی ۲  پیشرفته - پایه یازدهم,12000,40000,۹۷۸۶۰۰۴۱۲۴۸۳۶,5,361,انتشارات خیلی سبز
نوسازی، تغییر فرهنگی و دموکراسی,6500,10800,9789642140282,5,440,انتشارات کویر
بازی آخر بانو,12000,17000,9643116093,4.1,292,گروه انتشاراتی ققنوس
وقتی از دویدن صحبت می کنم در چه موردی صحبت می کنم؟,4000,10000,9789643517038,3.94,160,انتشارات نگاه
خوبی خدا,7500,12500,9789649971018,3.73,207,نشر ماهی
رژیم جی.ال.,7500,14500,9786007022511,3.61,217,انتشارات آوند دانش
مجموعه کتاب‌های نردبام – فیزیک ۳  پیشرفته ریاضی - پایه دوازدهم,13000,42000,۹۷۸۶۰۰۴۱۲۶۳۹۷,5,347,انتشارات خیلی سبز
پاسخ‌های استاد به نقدهایی بر,4000,nan,9789645600493,5,90,صدرا
ایران و امریکا,14500,29000,9786007212813,4.2,486,انتشارات تیسا
رازهایی درباره زندگی‌ که هر زنی باید بداند,5500,11000,9646895353,4.22,352,نشر نامک
بیداری قهرمانان درون,13000,nan,9786006268347,4.21,210,بنیاد فرهنگ زندگی
نیمکت داغ,20400,34000,9786007283233,4.82,413,نشر چشمه
پرسش‌های چهارگزینه‌ای زیست‌شناسی ۱  - پایه دهم,20000,65000,9786004121897,4.19,602,انتشارات خیلی سبز
خیابان‌گردی در لندن,2000,3500,9786001820182,3.39,80,انتشارات کتابسرای تندیس
خودیاری,2600,4500,9789643119591,4.54,174,گروه انتشاراتی ققنوس
بهترین روش­‌های ارائه (انجام کارهای تأثیرگذار و موفق),5500,nan,9796001170447,4.62,62,انتشارات سبزان
انسان آسمان,7200,12000,9786005676242,4.46,227,موسسه فرهنگی تحقیقاتی امام موسی صدر
وقتی خدا می‌نوازد,11400,19000,9789644428685,4.65,392,انتشارات البرز
هنر د‌رمان,10500,21000,9786001192005,4.35,283,نشر قطره
قمار باز,4500,9000,9789643740846,3.9,248,نشر روزگار
آنها به بغداد آمدند,8000,20000,9789643636937,3.65,307,هرمس
فقط آرزو کن,4000,7000,9789648759792,4.17,152,انتشارات درسا
خواهرخوانده,2000,4000,9789646807440,4.11,144,ویدا
مسیر استادان,17400,29000,9789644428715,4.65,527,انتشارات البرز
هزار خورشید تابان,5000,30000,9786009484492,5,408,انتشارات مجید
آیین زرتشت‌ کهن‌روزگار و قدرت ماندگارش,7200,18000,9789643513894,3.5,347,انتشارات نگاه
جعبه ابزار سخنرانی,6100,12200,9786005479263,3.29,179,سپید
هملت,4500,nan,9786005765137,4.22,208,انتشارات نمایش
داستان‌های شرلوک هلمز,1200,2300,9789643076856,4.6,16,نشر و تحقیقات ذکر
گردنبندم را پیدا کن,14000,28000,9786005138429,4.71,632,انتشارات لیوسا
یگانگی با کل زندگی,9000,17500,9786009776072,5,137,کلک آزادگان
خشم پنهان,8500,14000,خشم پنهان: آخرین شاگرد,4.75,320,نشر افق
آغازگران بداهه,1500,8000,9789642995653,4.5,162,نشر شورآفرین
برادران کارامازوف,13750,27500,9789644531033,4.92,575,انتشارات مجید
پرسش‌های چهارگزینه‌ای فارسی ۱  – پایه دهم,12000,nan,۹۷۸۶۰۰۴۱۲۱۴۱۵,4.07,291,انتشارات خیلی سبز
دختری با گوشواره‌ی مروارید,13200,22000,9643620409,4.22,237,نشر چشمه
آشنایی با مبانی سینما و نقد فیلم,7000,14000,9789641650959,3.78,320,انتشارات معین
جنگ جهانی ز,18000,23000,9786001821219,4.47,432,انتشارات کتابسرای تندیس
اقتصاد ایران؛ توسعه، برنامه‌ریزی، سیاست و فرهنگ,25200,42000,9789641852452,4.64,742,نشر نی
مغز,4500,nan,9786006047611,4.69,192,انتشارات بصیرت
وارث گمشده,6000,12000,9786007132166,2.5,254,انتشارات بهنام
مامورهای اعدام,5000,15000,9786007806166,4.56,170,نشر بیدگل
سفر پر دردسر,9000,15000,۹۷۸۶۰۰۲۹۶۳۹۸۷,4.81,221,انتشارات پیدایش
اعترافات یک قاتل اقتصادی,9000,15000,9789645790392,4.53,367,انتشارات صمدیه
لغات و املا ادبیات کنکور سطر به سطر,4250,8500,9786003170124,4.43,344,مهروماه نو
شکستن مرزهای عملکرد,6500,13000,9786005479225,4.06,128,سپید
۱۴  علوم انسانی – سال دوم و سوم و پیش‌دانشگاهی,23600,59000,۹۷۸۹۶۴۱۵۸۰۳۵۵,4.17,440,انتشارات بین‌المللی گاج
تقویت هوش و حواس کودک,3800,nan,9789647369893,4.13,85,با فرزندان
ریاضیات,3000,6000,9786005492033,4.28,203,انتشارات بصیرت
کوروش بزرگ,10000,25000,9789643512729,4.13,416,انتشارات نگاه
تفکر ناب,10000,20000,9789645528490,5,218,انتشارات ناب‌اندیشان
نام من سرخ,33000,55000,9789643627027,4.32,692,نشر چشمه
رنگ، روان‌شناسی زندگی,5600,nan,9786001170034,4.11,134,انتشارات سبزان
تئاتر مردم,22300,55000,9786001199974,5,618,نشر قطره
کافه‌ی چرا,4900,9000,9786001193392,4.33,113,نشر قطره
ماجراهای اسپایدرویک,5000,nan,9789643694289,5,128,نشر افق
اتللو,1000,2200,9789643073350,3.9,63,نشر و تحقیقات ذکر
ناتمامی,13800,22000,9786002294142,4.05,253,نشر چشمه
قمارباز,9000,25000,9789643513917,3.9,237,انتشارات نگاه
پنج رازی که باید پیش از مرگ بدانی,10000,37000,9789644426940,4.05,24,انتشارات البرز
خشم و هیاهو,12000,35000,9789643512309,3.84,414,انتشارات نگاه
سفرنامه ایران و ورارود,5500,11000,9786005911268,5,169,طهوری
سوگواری در کودکان,4000,11000,9786007697269,5,67,نشر موغام
توبه,2000,4000,9786007747230,5,100,صدرا
زندگی عزیز,8400,14000,9789642091874,4.06,224,نشر ماهی
ماجراهای اسپایدرویک,5000,nan,9789643694296,5,144,نشر افق
کتاب‌فروش خیابان ادوارد براون,7200,12000,9786002295682,4.4,151,نشر چشمه
زن زیادی,4200,8500,9789644530791,4,175,انتشارات مجید
دور دنیا در هشتاد روز,6500,nan,9789643694920,4.16,208,نشر افق
دایره اول,3250,6500,9786008124221,4.25,78,انتشارات بهار سبز
با عشقی بزرگ,5000,6000,9789643119775,3,112,گروه انتشاراتی ققنوس
سفر هنرمند,5900,nan,9786009678457,3.85,100,نشر راویس
مجموعه کتاب‌های نردبام – فیزیک ۱  پیشرفته ریاضی- پایه دهم,13000,42000,۹۷۸۶۰۰۴۱۲۱۶۱۳,5,340,انتشارات خیلی سبز
ایزدان هم,10000,15000,9786001821141,4.3,344,انتشارات کتابسرای تندیس
شوهر عزیز من,8000,16000,9786005941852,3.84,320,نشر آموت
چگونه مثل یک بیلیونر فکر کنید,6900,13900,9789642363285,3.41,183,انتشارات نسل نواندیش
آیین سخنرانی,5500,11000,9786006774084,4.32,239,نشر شبگیر
سه قطره خون,4200,8500,9644530586,4.74,176,انتشارات مجید
حقوق اقلیت‌‌ها، حقوق زن، کودک‌ و چند جستار دیگر,11000,nan,9786005397246,1.5,157,انتشارات موسسه فرهنگی هنری کتاب مرجع
منتظر معجزه باش,8600,nan,9786001190001,4.07,180,نشر قطره
رازهایی درباره‌ی زندگی که هر فردی باید بداند,12900,27900,9644120493,4.22,420,انتشارات نسل نواندیش
سقوط,3000,6000,9789643741808,4.4,120,نشر روزگار
مردی از باران,2000,nan,9643071456,3.67,106,نشر و تحقیقات ذکر
افکارتان را تغییر دهید تا زندگی‌تان تغییر کند,12900,39900,9789644125850,3.95,435,انتشارات نسل نواندیش
شب امتحان شیمی ۳  - دوازدهم تجربی و ریاضی,2000,5000,۹۷۸۶۰۰۴۱۲۷۷۸۳,3.59,64,انتشارات خیلی سبز
چگونه به جايگاه مطلوبمان برسيم,8500,14000,9789643494315,3.88,216,انتشارات پیدایش
آشنایی با رمز و رازهای نویسندگی,6800,17000,9789641650775,4.05,384,انتشارات معین
گفتگوهای فلسفی,16000,35000,9786002782472,4.21,495,گروه انتشاراتی ققنوس
قدرت و فکر مثبت,4100,8200,97860054779058,3.92,144,سپید
پیکر فرهاد,7500,5800,9789643113971,4.23,143,گروه انتشاراتی ققنوس
جنگجوی صلح‌جو,20000,28000,9646582013,4.89,334,نشر تیر
تراژدی تنهایی,19200,32000,9786002295507,4.55,318,نشر چشمه
جسارت امید,18000,55000,9789643515355,4.4,480,انتشارات نگاه
