title,price,paper_price,isbn,rating,page,publisher
شیطان به قتل می رسد,9000,18000,9789643808860,4.54,414,نشر ثالث
بلندی‌های بادگیر,8800,17500,9789643741013,4.54,464,نشر روزگار
محمد(ص) بر پایه کهن‌ترین منابع,15000,40000,9789642440313,4.58,582,انتشارات حکمت
سوء‌ظن,5400,9000,9789647948906,3.93,167,نشر ماهی
خدای کشتار,5000,10000,9786005140675,4.43,87,انتشارات نیلا
دری وری,4500,nan,9786002296603,3.79,91,نشر چشمه
النور و پارک,13000,30000,9786008537199,3.93,458,آذرباد
شب آتشین,6600,11000,9789644429378,4.21,224,انتشارات البرز
جایی که ماه نیست,8000,18500,9786007141434,3.93,296,نشر نون
استراتژی‌های تبلیغات اثربخش,8000,16000,9789642614714,3.87,164,انتشارات مبلغان
ریشه کن,14000,30000,9786008537175,4.89,462,آذرباد
خفه شو عزیزم؛ نمایشنامه,4800,8000,9789642950669,3.83,80,انتشارات پوینده
معجزه‌ی شهود,5500,11000,9786003360143,4.21,80,انتشارات درسا
پرندگان خبیث,4700,8500,9786003761759,2,96,انتشارات نگاه
دژ,8000,14000,9786001821875,4,192,انتشارات کتابسرای تندیس
فلش کارت,3000,5000,۹۷۸۶۰۰۰۰۰۹۴۰۳,3.23,203,انتشارات کانون فرهنگی آموزش (قلم‌چی)
یک دختر جلف,2200,3200,9649434992,3.06,73,انتشارات میراث اهل قلم
پاییز پدرسالار,5900,11800,9789643740323,4.78,303,نشر روزگار
نهج‌البلاغه همراه موضوعی،راهنما‌شناسی ۲,1250,2500,9789646348783,4,,انتشارات بنیاد نهج‌البلاغه
سؤال,6000,14000,9786002781178,4.2,168,گروه انتشاراتی ققنوس
شیمی ۳,20000,nan,9786005506730,3.31,630,انتشارات خیلی سبز
ذهن‌تان یارتان,8000,17000,9789647858861,4.21,230,نشر افکار
۲۵  عادتی که منجر به فروش بيشتر می‌شوند,9000,18000,9789642614578,4.56,119,انتشارات مبلغان
قدرت یک زن,4000,9000,9646235441,4.69,136,انتشارات نقش و نگار
استخوان‌های دوست داشتنی,9000,18000,9789643740283,4.2,400,نشر روزگار
تک و تنها در پاریس,7900,22900,9789642368167,4.25,304,انتشارات نسل نواندیش
بادام‌های تلخ,25000,40000,9786007507094,3.4,528,انتشارات برکه خورشید
حکایت‌هایی از دیوانگی‌های روزمره,3000,nan,9786007826096,3.92,60,کارگاه اتفاق
مولوی‌ و جهان‌بینی‌ها,4800,8000,9789646608016,4.25,261,مؤسسه تدوين و نشر آثار علامه جعفری
پنج نفری که در بهشت ملاقات می کنید,6600,11000,9644424166,4.25,216,انتشارات البرز
برو دیده‌بانی بگمار,9800,20000,9786001198298,4.1,354,نشر قطره
جسدی در کتابخانه,6800,17000,9789643635817,3.58,220,هرمس
اگر بمیری...,7200,12000,9789641854845,4.25,116,نشر نی
دستور زبان عشق,3500,6300,9789648838619,4.25,96,انتشارات مروارید
چگونه از عطش دلبستگی رهایی یابیم؟,10900,18000,9789643415051,4,264,نشر قطره
خیانت اینشتین,5400,9000,9786001197673,4.27,110,نشر قطره
به آواز باد گوش بسپار,7500,12500,9786002295736,3.56,141,نشر چشمه
بازآفرینی,4700,nan,9789642980918,3.76,178,نشر قطره
تکامل انسان,5000,8500,9786005492040,4.36,175,انتشارات بصیرت
جادوگر کوچولو,1500,2950,9789644081293,3.8,121,نشر هیرمند
هجوم فیند,11400,15000,9789643698515,4.25,424,نشر افق
دزد,5900,8500,9786002781253,4.07,160,گروه انتشاراتی ققنوس
امانت عشق,11400,19000,9644422805,4.12,428,انتشارات البرز
گیله مرد,7200,18000,9646736122,4.29,204,انتشارات نگاه
سرزمین مامورهای مخفی,7500,25000,9786008067266,4.62,374,انتشارات مهرگان خرد
دختر بابا,15000,30000,9786006268699,4.67,332,بنیاد فرهنگ زندگی
فصل مهاجرت به شمال,4200,7000,9789642950225,3.61,105,انتشارات پوینده
فلسفه سیاسی (نسخه PDF),4900,8000,9786007022696,3.65,108,انتشارات آوند دانش
اراگون,12000,27000,9645668387,4.73,704,انتشارات بهنام
استاد بازی,13200,22000,9789644422945,4.47,683,انتشارات البرز
دست بردن زیر لباس سیب,5400,9000,9789642950416,4.64,152,انتشارات پوینده
طاعون,7900,19500,9789644531125,4.11,344,انتشارات مجید
عرفان اسلامی,18000,30000,9789646608726,4.92,485,مؤسسه تدوين و نشر آثار علامه جعفری
حافظ,4500,7500,9789646205871,4.82,279,انتشارات ناهید
فقط این هفت کار را انجام بده و موفق شو,3900,10000,9786009777877,3.39,112,انتشارات نگاه نوین
ذهن خلاق,9000,nan,964623559X,4.5,205,انتشارات نقش و نگار
بهانه ممنوع,10000,nan,9789643136888,4.38,350,انتشارات عطائی
شب دزد ارواح,9900,15000,9789643698225,4.33,416,نشر افق
تاریخ قرن بیستم (نسخه PDF),12500,27000,9789647114806,4.45,496,انتشارات آوند دانش
سرزمین تازه,6000,10000,97899642950133,4.7,224,انتشارات پوینده
رویاها,7800,13000,9786001191664,4.18,174,نشر قطره
زیست‌شناسی - پایه دهم و یازدهم - کنکور جدید,20000,75000,978600425260,3.84,651,انتشارات خیلی سبز
شروع مدرسه راهنمایی,5000,7000,9789642855360,4.8,84,انتشارات گام
فرشته سکوت کرد,6900,nan,9786007141069,3.93,224,نشر نون
علوم هشتم - شب امتحان,2000,5000,9786004124508,4.8,64,انتشارات خیلی سبز
چگونه داستان بنویسیم,4000,10000,nan,4.36,208,انتشارات نگاه
عشق سیال,8500,14000,9789643115715,4,240,گروه انتشاراتی ققنوس
۷   چهارم دبستان,6800,17000,۹۷۸۶۰۰۶۶۰۰۶۷۳,5,489,انتشارات بین‌المللی گاج
جین ایر,14500,21500,9786003530645,4.07,512,نشر افق
غلبه بر ترس و اضطراب,2600,4400,9789644426506,4.13,280,انتشارات البرز
باران سیاه,10800,18000,9786009229598,4.45,355,نشر چشمه
حقیقت بدترکیب,9000,15000,9786002961143,4.75,224,انتشارات پیدایش
دفترچه یادداشت قرمز,7400,14800,9789644084065,3.69,157,نشر هیرمند
شب امتحان انگلیسی ۳  - دوازدهم,2000,5000,۹۷۸۶۰۰۴۱۲۷۸۴۴,4.08,66,انتشارات خیلی سبز
کالیگولا,5500,11000,9786007987353,4.75,144,انتشارات مجید
صبحانه؛خون هیولا,4800,8000,9789643498726,4.38,192,انتشارات پیدایش
چگونه بر خود مسلط شویم,5000,6500,9643111148,4.08,128,گروه انتشاراتی ققنوس
چگونه صبح‌ها سرحال‌تر باشیم,5000,10000,9789643499679,2.88,148,انتشارات پیدایش
آینده کهن,6000,12000,9786006278362,4.38,190,انتشارات زعفران
مرگ در می‌زند,4500,12000,9786005193992,4.13,109,نشر بیدگل
شخصیت‌ها... ژوزف استالین,3900,nan,9789643118754,4.58,110,گروه انتشاراتی ققنوس
قصه‌های شيرين و دلنشين؛ ٢٧ قصه‌ی کوتاه وآموزنده از پنجه تنتره,2000,4000,9789643071134,4.18,88,نشر و تحقیقات ذکر
سفر زندگی,10500,21000,9786009281015,4.75,176,آریاگهر
امپراطوری اپ,9000,18000,9786006974255,3.92,218,نشر سیوا
هفت پرسش  استراتژیک,13000,nan,9786006227467,,176,انتشارات آریانا قلم
تو همانی که می‌اندیشی,2800,7000,9786005685459,3.85,64,انتشارات کیاراد
خیابان جیغ ۱۲,4800,8000,9786002961990,4.82,156,انتشارات پیدایش
گودی,18000,30000,9789642090266,4.82,408,نشر ماهی
نون و القلم,5000,10000,9789644530722,4.82,200,انتشارات مجید
خشم چشم خونی,11700,15000,9789643698522,4.83,408,نشر افق
استنفورد ۹  ... هرمنوتیک,4200,5000,9786002781185,4.42,72,گروه انتشاراتی ققنوس
کانون ارزیابی و توسعه مدیران,5000,nan,9645759382,3.58,0,انتشارات آریانا قلم
زنده‌باد کاتالونیا,7800,15500,9789644531163,4.82,285,انتشارات مجید
الینور آلیفنت کاملا خوب است,15800,31500,9786003840461,4.08,408,نشر آموت
تسلی ناپذیر,24000,48000,9789643116781,4.42,736,گروه انتشاراتی ققنوس
جشن هالووین,5600,14000,9789643637569,4.23,316,هرمس
استنفورد ۱,4200,6000,9786002780966,5,95,گروه انتشاراتی ققنوس
فصل‌های زندگی,5000,nan,9786001182112,4.09,128,ذهن‌آویز
سیصد و بیست و پنج‌‌,16200,27000,9786002297686,4.82,307,نشر چشمه
هدف زندگی,4000,nan,9789647299794,4.69,105,صدرا
ریاضیات تجربی جامع کنکور,20000,62000,۹۷۸۶۰۰۷۵۷۷۶۲۲,5,888,انتشارات خیلی سبز
آموزش مدیریت جلسه,1900,3800,9786006304632,4,94,انتشارات سایه‌سخن
خاطرات آیت‌الله مهدوی‌کنی,2500,nan,9789644193088,3.57,628,انتشارات مرکز اسناد انقلاب اسلامی
تو در قاهره خواهی مُرد,12000,20000,9786002292667,3.36,252,نشر چشمه
آن گوشه‌ی دنج سمت چپ,4800,nan,9789643623753,3.79,100,نشر چشمه
دختران و تنها ماندن در خانه,5000,7000,9789642855810,4.6,69,انتشارات گام
دن آرام,30000,nan,9643201902,4.23,600,انتشارات فردوس
بعد از زلزله,4000,10000,9789643517052,4.23,128,انتشارات نگاه
کفش‌های آبنباتی,15000,33000,9789648944617,3.93,543,انتشارات کتابسرای تندیس
فنگ شویی رابطه‌ها,3000,nan,9647961464,3.93,127,انتشارات حوض نقره
نوروز پایه دهم تجربی,5000,14000,9786000009113,3.75,136,انتشارات کانون فرهنگی آموزش (قلم‌چی)
مغزتان را رام کنید!,10570,nan,9789642837526,4.25,301,نشر افراز
انجیل‌های من,2500,5000,9789643801663,4.6,139,نشر ثالث
آموزه ‌های صوفیان از دیروز تا امروز,2200,4400,9789647675635,4.5,284,انتشارات قصیده‌سرا
دستگاه‌های بدن انسان  سال دوم و سوم دبیرستان,4250,8500,9786003170155,4.27,321,مهروماه نو
شب امتحان زیست‌شناسی ۳  - دوازدهم تجربی,2000,5000,۹۷۸۶۰۰۴۱۲۷۸۶۸,3.69,67,انتشارات خیلی سبز
رویاهایی از پدرم,6000,nan,9786005253092,3.67,438,انتشارات سیته
شعله حضور و مدیتیشن,3800,15000,9789643412531,4.91,198,نشر قطره
اعتراف,4500,9000,9786006867458,4.42,104,نشر روزگار نو
غذاهای سی دقیقه ای,11000,20000,9789647114622,4,292,انتشارات آوند دانش
ایام بی‌شوهری,6900,8000,9789643118174,3.73,184,گروه انتشاراتی ققنوس
چهارغول بزرگ,7200,18000,9789643637699,3.93,220,هرمس
بچه‌ی خنگ,2200,nan,9786006753744,1,36,گروه انتشاراتی ققنوس
کار ریاضی پایه نهم,9000,20000,9789640809549,1,160,انتشارات مدرسه
راز کلبه چوبی,3400,6800,9786007216347,1,92,نشر چکه
پنج گنج ادبیات جامع,18000,36000,۹۷۸۶۰۰۵۷۹۹۰۷۱,3.56,689,مهروماه نو
شب امتحان علوم هفتم,2000,5000,۹۷۸۶۰۰۴۱۲۴۹۵۵,4.64,59,انتشارات خیلی سبز
بپرید...! «پرش» سرشار از قدرت و ایمانتان را برای دست یافتن به یک زندگی پربرکت انجام دهید,10000,22000,9786008817246,3.5,232,نشر تیر
از رؤیاهایت برایم بگو,6300,10500,9644422422,4.5,477,انتشارات البرز
تعریف‌ها و مفهوم فرهنگ,2100,3500,9643260123,3.88,158,آگه
کبریت خیس,2300,4200,9789648838053,4.67,139,انتشارات مروارید
شرایط عشق,7500,11000,9789643116972,4.43,192,گروه انتشاراتی ققنوس
صد قانون زندگی,2600,4300,9644425588,4.5,301,انتشارات البرز
ده راز موفقیت و آرامش درونی,8000,7000,9789643114909,4.69,152,گروه انتشاراتی ققنوس
قوانین روابط موفق,8900,23900,9644121406,3.94,239,انتشارات نسل نواندیش
مراسم قطع دست در اسپوکن,4000,9000,9786005193800,4.77,109,نشر بیدگل
خدا,7200,12000,9789641853503,4.67,149,نشر نی
آبراهام لینکلن,3900,nan,9789643119898,4.38,112,گروه انتشاراتی ققنوس
دشمن مردم,4400,8900,9789641720508,4.2,168,نشر دنیای نو
راهنمای خلاقیت فیلمنامه‌نویس‌,4200,7000,9789644484193,4.25,287,نشر نیلوفر
چهره ‌پشت شیشه,1400,2400,9643691055,3.94,120,نشر افق
علی (ع),7000,nan,9789646638204,4.85,0,بنیاد فرهنگی دکتر علی شریعتی
بیگانه,4000,10000,9789644531101,4.13,120,انتشارات مجید
سامسای عاشق,2700,4500,9786006938592,3.71,48,بوتیمار
اخلاق زمامداری  در دوران خلافت),14000,nan,9789642141135,4.23,200,انتشارات کویر
سیستم‌سازی,15000,21000,9789645938244,3.56,312,انتشارات نخبه‌سازان
لیدی الیزابت,22000,30000,9789648944600,4.2,583,انتشارات کتابسرای تندیس
پین‌بال ۱۹۷۳,10300,11000,9786002295590,4.2,153,نشر چشمه
شیمی ۱  شب امتحان – دهم ریاضی و تجربی,2000,5000,۹۷۸۶۰۰۴۱۲۲۹۱۷,4.42,63,انتشارات خیلی سبز
من,5200,nan,nan,4.62,107,نشر قطره
گرسنگی,14500,36000,9786008066996,2.24,308,انتشارات چترنگ
خواستگاری آسان,5100,nan,9786001194573,3.24,100,نشر قطره
بی‌بال و پر,4500,12000,9786005193817,4.33,163,نشر بیدگل
پلنگ سیاه,3000,nan,9789647357357,3.9,181,انتشارات مرکز اسناد انقلاب اسلامی
فقط پتی,7200,12000,9789644428739,4.44,265,انتشارات البرز
مرگ در پاییز,5300,10000,9789643415822,4.5,116,نشر قطره
حقایقی درباره تجاوز جنسی,3000,nan,9789648023374,4.86,139,انتشارات بهمن‌برنا
دوشس ملفی,5900,9800,9789641853855,5,200,نشر نی
الفبای مرگ,11500,23000,9786008382836,3.78,302,نشر داستان
هجوم تاریکی,8500,14000,9789643699505,5,360,نشر افق
خیابان جیغ ۷,6000,10000,9786002961082,4.5,203,انتشارات پیدایش
دعا,1500,2500,9789642951307,3.56,156,موسسه پژوهشی انقلاب اسلامی
بیست و چهار قانون حفظ قدرت,9000,nan,9786002740687,4.5,136,انتشارات کلید آموزش
حکایت عشقی بی قاف بی شین بی نقطه,3500,7000,9789643622374,4.13,80,ناشر مولف ۲۰۵
مجموعه کتابهای نردبام - حسابان ۱  پیشرفته - پایه یازدهم,14000,46000,9786004124317,4,390,انتشارات خیلی سبز
اثبات النبوات,28000,70000,9786009563357,,347,کتاب رایزن
دیوان حافظ,3000,16000,9789643770895,4.63,414,گروه انتشاراتی ققنوس
جغرافیا جامع – جلد اول پایه دهم و یازدهم رشته انسانی,10000,nan,۹۷۸۶۰۰۴۱۲۵۳۴۵,3.86,229,انتشارات خیلی سبز
بدون استرس زندگی کنید,9000,15000,9789642950393,3.86,286,انتشارات پوینده
امیرکبیر و ناصرالدین‌شاه,26800,67000,9786009563364,,628,کتاب رایزن
شمشیر ابدی,10000,24500,9786008537588,4.57,296,آذرباد
پرسش‌های چهارگزینه‌ای روان‌شناسی – پایه یازدهم,8000,nan,۹۷۸۶۰۰4126212,3.86,163,انتشارات خیلی سبز
امضای مرموز,4000,10000,9789643516475,4,191,انتشارات نگاه
فلسفه‌ی هنر,4200,7000,9789642091256,3.38,139,نشر ماهی
در باب شهریار ماکیاولی,6300,11000,9789643119478,3,174,گروه انتشاراتی ققنوس
آناناس,4500,nan,9786007141700,4.13,120,نشر نون
وظیفه ادبیات‌,7200,12000,9789644484643,5,324,نشر نیلوفر
آموزش مهارت‌های تفکر خلاق(تصمیم‌گیری و استراتژی حل مسئله),2000,2600,9786006304625,3.33,96,انتشارات سایه‌سخن
گل,5900,12000,9789647694476,4,311,گروه انتشاراتی ققنوس
گیسو,5200,13000,9789649630144,4.71,229,آوای چکامه
در جست‌وجوی جامعه بلندمدت,4800,8000,9789641853527,4.71,80,نشر نی
مربی زندگی خود باشید,5000,14000,9879641651178,4,288,انتشارات معین
ذهن قهرمان,6000,12000,9786005033151,3.33,80,انتشارات سبزان
کژتابیهای ذهن و زبان,7700,14000,9646205666,4.71,311,انتشارات ناهید
پادشاه آن سوی دروازه,10000,19000,9789648944631,4.71,471,انتشارات کتابسرای تندیس
شرق بهشت,15000,30000,9789643741891,4.71,808,نشر روزگار
ماجراهای مدرسه ۱  - بدترین سال‌های زندگی من,8900,nan,9786003910034,4.71,315,گروه انتشاراتی ققنوس
پرندگان,4000,7500,9786006835440,4.75,83,انتشارات به‌نگار
راننده تاکسی,7500,nan,9643125513,4.71,208,نشر نی
یادداشت های زیرزمین و شب های روشن,5000,22500,9789644530395,4.71,256,انتشارات مجید
تعطیلات خوش کریسمس,4500,8500,9789643697228,4.71,88,نشر افق
آکوردی برای صرف شام,4000,8000,9789643809973,4.71,115,نشر ثالث
پدر به شكار رفته,10000,22000,9786003400351,4.71,399,انتشارات لیوسا
دستورات رودریک,10200,17000,۹۷۸۹۶۴۳۴۹۹۴۱۰۵,4.71,224,انتشارات پیدایش
بانو و آخرین کولی سایه‌فروش,4200,7500,9786001192494,4.71,88,نشر قطره
مجموعه کتاب‌های نردبام – هندسه ۲  پیشرفته – پایه یازدهم,8000,25000,۹۷۸۶۰۰۴۱۲۴۳۶۲,4.67,228,انتشارات خیلی سبز
نفرین مومیایی,4500,7500,9789643498368,4.11,192,انتشارات پیدایش
بوطیقای فضا,6000,nan,9789641940128,4.78,287,انتشارات روشنگران و مطالعات زنان
تاریخ مختصر اندیشه‌های اقتصادی,10800,18000,9789641853770,3.89,199,نشر نی
چارلی بن و عکس‌های سخن‌گو,8000,nan,9789642970421,4.71,296,انتشارات شهر قلم
راهنمایی‌های پدر پولدار برای سرمایه‌گذاری,22000,32000,9789648148459,4.33,456,انتشارات آوین
رساله‌ای درباره حکومت,16800,28000,9789641852797,3.91,282,نشر نی
آزادی معنوی,6000,nan,9645600553,4.22,270,صدرا
نیمه تاریک جویندگان نور,8900,21900,9789642367252,3.64,232,انتشارات نسل نواندیش
نام راستین باد - اول - قسمت دوم,12000,32000,9786006225311,4.67,550,آذرباد
حمام‌‌ها و آدم‌‌ها,5700,9500,9789642091621,4.4,220,نشر ماهی
خاطرات پزشک جوان,8000,14000,9786001820229,3.83,224,انتشارات کتابسرای تندیس
مرد ‌تکثیر‌شده,5200,10500,9789643740412,4.4,288,نشر روزگار
شهر تاریک,5000,12000,9786007132104,4.4,256,انتشارات بهنام
استراتژی بنگاه مادر,7500,12800,9786009172139,4.4,776,انتشارات آریانا قلم
پیکر زن همچون میدان نبرد در جنگ بوسنی,7200,12000,9789643129422,4.4,122,نشر نی
روح سرگردان خیابان بهبودی,3300,9900,9786007683859,4.36,95,انتشارات تیسا
تاریخ به روایت فوتبال,5000,nan,9786001942471,4.89,107,انتشارات حوض نقره
کاهش وزن با تنفس,6000,12000,9789645634863,4.89,208,انتشارات لیوسا
امپراتور و بازی امپراتور,8100,13500,9789642091225,4.45,255,نشر ماهی
تحقیر و توهین شده‌ها,9900,33000,9786009484447,4.45,504,انتشارات مجید
پرسی جکسون و قهرمانان یونان,15000,30000,9786007132197,4.4,520,انتشارات بهنام
مطالعات اجتماعی شب امتحان – هفتم,2000,5000,9786004124690,3.7,44,انتشارات خیلی سبز
نورثنگرابی,18000,30000,9789643129934,3.38,280,نشر نی
در آغوش فرشتگان - ۱,14000,22000,9786005110012,4.4,188,نشر تیر
فرهنگ معاصر عربی- فارسی,36000,60000,9789641852360,4.22,1271,نشر نی
آداب دنیا,10000,16000,9786002295415,4.33,213,نشر چشمه
معامله پرسود و داستانهای دیگر,2400,4000,9789644482816,4,176,نشر نیلوفر
به زبان آدمیزاد,9000,15000,9789641852766,4.3,103,نشر نی
استراتژی شیمی کنکور,3000,6000,9786003170896,3.5,80,مهروماه نو
نیکلاس نیکلبی,5800,nan,9789643695385,4.67,256,نشر افق
نظریه کوانتوم,5000,nan,9789649141299,3.77,154,انتشارات بصیرت
زیست‌شناسی و آزمایشگاه ۲,20000,61000,۹۷۸۶۰۰۷۵۷۷۵۸۵,3.5,767,انتشارات خیلی سبز
خوانش پریشی,4500,nan,9789643416942,3.5,108,نشر قطره
با خودم حرف می‌زنم,600,1200,9789643802325,4.86,56,نشر ثالث
سلطان خیابان مدیسون,7200,12000,9786005253399,4.86,239,انتشارات سیته
عشق یعنی... برای زندگی...,6600,nan,9786005248401,4.86,400,راشین
تاریخ ملل,15000,30000,9786002782199,4.83,326,گروه انتشاراتی ققنوس
دلقک دربار ملکه,7000,16000,9879642895045,4.86,283,انتشارات جویا
بازگشت عقرب,13500,35000,9786001880803,4.86,444,نشر ایران‌بان
مرگ جوهری,7000,12000,9789645668646,4.83,703,انتشارات بهنام
مامان عزیزم...,2500,nan,9789643118235,4.86,102,گروه انتشاراتی ققنوس
امپراتوری ایران,6900,12000,9789643112578,4.86,152,گروه انتشاراتی ققنوس
زنان در روزگارشان,38400,64000,9789641851851,4.86,603,نشر نی
رانده شده,2500,5000,9786007339237,4.25,96,نشر روزگار نو
پسرِ کِرم به دوش و خندق بلا,720,1200,9789643694333,4.86,60,نشر افق
زمانی برای انسانیت بشر,5760,4800,9789643129941,4.25,315,نشر نی
پرسش‌های چهارگزینه‌ای شیمی - پایه دهم و یازدهم,20000,65000,9786004125253,4.25,600,انتشارات خیلی سبز
حفظیات شیمی - کنکوری - مجموعه کتابای جی‌بی,5000,12000,9786004126809,4.25,302,انتشارات خیلی سبز
آیا رهبران، رهبر زاده می‌شوند یا رهبری را فرا می‌گیرند؟؛,2000,4000,9789643116804,4.25,175,گروه انتشاراتی ققنوس
امام علی (ع) صدای عدالت انسانی- جلد اول (امام علی(ع) و,3000,nan,9647255039,4.25,495,انتشارات کلبه شروق
بلندی‌های بادگیر,17500,35000,9786006395036,4.25,488,مهراندیش
آموزش نت نویسی با نرم افزار Finale,3000,nan,9786002121332,3.09,240,نشر دیبایه
ثروتمندترین مرد تاریخ,5000,nan,9789648910445,3.78,208,نشر افکار
سایه‌ها,1100,2200,9789646707177,3.78,,انتشارات موسسه ایران
یک هلو و هزار هلو,1500,nan,9645858801,4.25,47,نشر جامه‌دران
مرد داستان فروش,10000,16000,9789645757890,4.86,240,انتشارات کتابسرای تندیس
اصول و تکنیک‌های برقراری ارتباط موثر با دیگران,15000,25000,9789643117122,4.25,414,گروه انتشاراتی ققنوس
عاشق مترسک,7900,15000,9789643119737,4.13,248,گروه انتشاراتی ققنوس
راهبردهای سیاست خارجی,1200,2000,9789642951383,3.3,104,موسسه پژوهشی انقلاب اسلامی
تو می‌‌گی من اونو کشتم؟,800,1300,9643691489,3.67,96,نشر افق
چيزهای ضروری(۲ ),5000,12500,9789641940968,4.13,778,انتشارات روشنگران و مطالعات زنان
من و تو,5100,8500,9786002296894,4.13,103,نشر چشمه
تب طلا,3000,nan,9789642855919,3.67,91,انتشارات گام
این مردم نازنین!,9000,18000,9789648765304,3.67,168,نشر مشکی
در خیابانی که تو زندگی می کنی,9000,24000,9789645634252,4.13,410,انتشارات لیوسا
خونخواران تاریخ,6000,12000,9789642388561,4.67,95,موسسه نشر شهر
می‌دانم که هیچ نمی‌دانم,4000,7000,9643115801,4.5,152,گروه انتشاراتی ققنوس
درمان و به‌سازی رابطه‌ها,10900,22000,9786001194009,4.67,276,نشر قطره
آنچه نباید بگوییم...,2600,4400,9789644427367,3.67,280,انتشارات البرز
قصه قسمت,4000,8000,9786007212677,4.13,104,انتشارات تیسا
فیزیک پایه سال اول، دوم و سوم,18000,36000,9786005799613,3.63,593,مهروماه نو
گام‌های اصلی در نشر کتاب,7000,12000,9643116360,5,208,گروه انتشاراتی ققنوس
بانوی پيشگو,10000,21000,9786002780126,3.67,423,گروه انتشاراتی ققنوس
ابر طبقه,9000,15000,9789642140244,3.75,374,انتشارات کویر
آموزش‌های برایان تریسی,1900,nan,9647851456,4.67,124,راشین
آناتومی پرندگان,6300,11500,9786003760479,1.5,168,انتشارات نگاه
مدرسه‌ی رویایی,9900,9000,9786001195693,4.43,222,نشر قطره
۱۲ پایه دهم  – دوره دوم متوسطه,11200,28000,۹۷۸۶۰۰۶۶۰۰۸۸۸,5,880,انتشارات بین‌المللی گاج
مردمان فرودست,8200,16500,9786009484454,5,224,انتشارات مجید
تاریخ سخت‌کُشی‌,5600,14000,9789643515911,5,344,انتشارات نگاه
یکی مثل همه,6600,11000,9789643626778,4.63,138,نشر چشمه
۸  هفتم – اول متوسطه اول,8400,21000,۹۷۸۶۰۰۶۶۰۰۶۵۹,5,584,انتشارات بین‌المللی گاج
از پشت شیشه,25000,nan,9786007507049,3.36,576,انتشارات برکه خورشید
معادلات دیفرانسیل,15000,46000,9789641845393,4.43,481,انتشارات پوران پژوهش
اینِس روح من,6000,15000,9643513874,5,434,انتشارات نگاه
مبانی مدیریت خدمات فناوری اطلاعات بر مبنای ITIL® V۳,7500,nan,9786009227790,3.6,575,انتشارات آریانا قلم
مشاوره‌ خصوصی با باربارا دی آنجلیس,11900,29900,9789642366996,5,488,انتشارات نسل نواندیش
جمع‌بندی عربی کنکور (نسخه PDF),8000,nan,9786004128131,5,268,انتشارات خیلی سبز
بیست و سه گفتار درباره سرمایه داری پیرامون نکاتی که آن ها را بروز نمی دهند,9600,16000,9786006977027,3.88,398,انتشارات مهر ویستا
بازی بی‌گناهان,8100,13500,9786002290809,4.86,176,نشر چشمه
فلش کارت,3000,5000,۹۷۸۶۰۰۰۰۰۰۹۳۳۵,3.88,201,انتشارات کانون فرهنگی آموزش (قلم‌چی)
نیه توچکا,3500,5800,9789644482649,4.25,274,نشر نیلوفر
سیزده دلیل برای,10000,23000,9786008537236,3.5,318,آذرباد
کسی پشت سرم آب نریخت,17400,29000,9644424174,4,605,انتشارات البرز
کلکسیونر چشم,10000,nan,9789642995660,3.56,423,نشر شورآفرین
عکاسی چیست؟,15000,25000,9786002294333,4.57,293,نشر چشمه
عربی جامع کنکور,20000,49000,9786007577639,3.7,556,انتشارات خیلی سبز
بادهای افسون,10200,17000,9789643628482,4.63,186,نشر چشمه
جدال با طوفان,10000,19000,9786006225494,4.5,344,آذرباد
جاذبه و دافعه علی (ع),6000,nan,9789645600097,4.75,168,صدرا
اوریکس و کریک,14000,nan,9643115119,4.25,511,گروه انتشاراتی ققنوس
زندگی‌نامه دکتر محمّد مصدق‌,5700,9500,9789644481871,4.71,544,نشر نیلوفر
تاریخ انبیاء از آدم تا خاتم,2500,5000,9786006490106,4.71,112,انتشارات کیاراد
قدرت استثنایی,5700,9500,9789643499068,4.3,195,انتشارات پیدایش
موی دماغ,10200,17000,۹۷۸۶۰۰۲۹۶۱۸۶۰,4.22,224,انتشارات پیدایش
ظلمت در نیمروز,8000,nan,9646235239,4.22,240,انتشارات نقش و نگار
هفت‌تیرکش,2000,3500,9789642431106,4,231,نشر افراز
نگهبان,12000,20000,9786002292704,4.22,229,نشر چشمه
عمه میم و ماجراجویی‌های جسورانه,16800,28000,9789641854739,4,351,نشر نی
نمایشنامه‌ی شازده کوچولو,5600,7000,9786001197680,4.22,98,نشر قطره
روان‌شناسی خودخواهی مثبت,3000,6000,9786003360082,3.56,136,انتشارات درسا
مامور سیگاری خدا,4000,nan,9789643698034,3.8,151,نشر افق
نگهبانان آسمان ۱,22000,31000,9786008817239,5,240,نشر تیر
داستان‌های پنجاه و پنج کلمه‌ای,5200,10000,9786001192517,4.25,288,نشر قطره
گروه محكومين,3200,6500,9648766045,4.86,112,انتشارات مجید
بهای سنگین مادی‌گرایی,8400,14000,9786002782175,4.57,224,گروه انتشاراتی ققنوس
عقیل عقیل,4000,10000,9789643512187,4,63,انتشارات نگاه
سینمای دیوید لینچ,13000,nan,9786002782410,4.86,367,گروه انتشاراتی ققنوس
مارتین هایدگر,6400,11000,nan,3.56,159,گروه انتشاراتی ققنوس
آزارشان به مورچه هم نمی‌رسید,9000,19500,9786009641895,2.2,250,نشر ستاک
ویولا,12000,nan,9786007507018,4.11,348,انتشارات برکه خورشید
